timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1554774420921,3453,CreateNote,201,,Thread Group 1-22,text,true,,383,429,344,344,https://csye6225-spring2019-cuijingy.me/note,3453,0,999
1554774421146,3251,Register,201,,Thread Group 1-154,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,3251,0,1009
1554774419987,4414,Register,201,,Thread Group 1-105,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,4414,0,349
1554774420029,4877,Register,201,,Thread Group 1-109,text,true,,358,341,350,350,https://csye6225-spring2019-cuijingy.me/user/register,4877,0,393
1554774420201,4698,Register,201,,Thread Group 1-117,text,true,,358,341,350,350,https://csye6225-spring2019-cuijingy.me/user/register,4698,0,587
1554774420205,4685,Register,201,,Thread Group 1-115,text,true,,358,341,350,350,https://csye6225-spring2019-cuijingy.me/user/register,4685,0,550
1554774420680,3959,Register,201,,Thread Group 1-158,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,3958,0,481
1554774419966,4572,Register,201,,Thread Group 1-106,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,4572,0,367
1554774420186,4340,Register,201,,Thread Group 1-114,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,4340,0,345
1554774419638,4861,Register,201,,Thread Group 1-92,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,4861,0,464
1554774419855,4644,Register,201,,Thread Group 1-102,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,4644,0,446
1554774420044,4454,Register,201,,Thread Group 1-111,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,4454,0,342
1554774420296,4155,Register,201,,Thread Group 1-119,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,4155,0,269
1554774420916,3669,CreateNote,201,,Thread Group 1-5,text,true,,383,429,344,344,https://csye6225-spring2019-cuijingy.me/note,3669,0,1255
1554774420924,3510,CreateNote,201,,Thread Group 1-19,text,true,,383,429,344,344,https://csye6225-spring2019-cuijingy.me/note,3509,0,1206
1554774421174,3267,Register,201,,Thread Group 1-136,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,3267,0,1008
1554774418890,5559,Register,201,,Thread Group 1-61,text,true,,358,341,344,344,https://csye6225-spring2019-cuijingy.me/user/register,5559,0,302
1554774420635,5071,Register,201,,Thread Group 1-149,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5070,0,530
1554774420308,5401,Register,201,,Thread Group 1-122,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5401,0,860
1554774420181,5532,Register,201,,Thread Group 1-113,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5532,0,756
1554774420912,5310,CreateNote,201,,Thread Group 1-1,text,true,,383,429,358,358,https://csye6225-spring2019-cuijingy.me/note,5310,0,736
1554774420928,5297,CreateNote,201,,Thread Group 1-28,text,true,,383,429,358,358,https://csye6225-spring2019-cuijingy.me/note,5297,0,971
1554774420914,5340,CreateNote,201,,Thread Group 1-7,text,true,,383,429,358,358,https://csye6225-spring2019-cuijingy.me/note,5339,0,784
1554774420352,6029,CreateNote,201,,Thread Group 1-13,text,true,,383,429,358,358,https://csye6225-spring2019-cuijingy.me/note,6029,0,806
1554774420773,5612,CreateNote,201,,Thread Group 1-4,text,true,,383,429,358,358,https://csye6225-spring2019-cuijingy.me/note,5612,0,1089
1554774420925,5836,CreateNote,201,,Thread Group 1-18,text,true,,383,429,358,358,https://csye6225-spring2019-cuijingy.me/note,5836,0,996
1554774420917,5869,CreateNote,201,,Thread Group 1-12,text,true,,383,429,358,358,https://csye6225-spring2019-cuijingy.me/note,5868,0,797
1554774420927,5876,CreateNote,201,,Thread Group 1-3,text,true,,383,429,358,358,https://csye6225-spring2019-cuijingy.me/note,5875,0,1011
1554774420774,6110,CreateNote,201,,Thread Group 1-15,text,true,,383,429,358,358,https://csye6225-spring2019-cuijingy.me/note,6109,0,1007
1554774420932,5976,CreateNote,201,,Thread Group 1-14,text,true,,383,429,358,358,https://csye6225-spring2019-cuijingy.me/note,5976,0,994
1554774420933,6094,CreateNote,201,,Thread Group 1-23,text,true,,383,429,358,358,https://csye6225-spring2019-cuijingy.me/note,6093,0,994
1554774420920,6160,CreateNote,201,,Thread Group 1-11,text,true,,383,429,358,358,https://csye6225-spring2019-cuijingy.me/note,6160,0,1022
1554774420771,6139,CreateNote,201,,Thread Group 1-26,text,true,,383,429,358,358,https://csye6225-spring2019-cuijingy.me/note,6139,0,1028
1554774420775,6190,CreateNote,201,,Thread Group 1-6,text,true,,383,429,358,358,https://csye6225-spring2019-cuijingy.me/note,6190,0,683
1554774423731,3689,Register,201,,Thread Group 1-334,text,true,,358,341,359,359,https://csye6225-spring2019-cuijingy.me/user/register,3689,0,2399
1554774419792,7640,Register,201,,Thread Group 1-100,text,true,,358,341,359,359,https://csye6225-spring2019-cuijingy.me/user/register,7640,0,491
1554774421179,5720,Register,201,,Thread Group 1-139,text,true,,358,341,358,358,https://csye6225-spring2019-cuijingy.me/user/register,5720,0,753
1554774419646,7752,Register,201,,Thread Group 1-93,text,true,,358,341,359,359,https://csye6225-spring2019-cuijingy.me/user/register,7751,0,417
1554774421283,6110,Register,201,,Thread Group 1-167,text,true,,358,341,359,359,https://csye6225-spring2019-cuijingy.me/user/register,6110,0,935
1554774420703,5607,Register,201,,Thread Group 1-162,text,true,,358,341,358,358,https://csye6225-spring2019-cuijingy.me/user/register,5607,0,685
1554774420517,6872,Register,201,,Thread Group 1-129,text,true,,358,341,359,359,https://csye6225-spring2019-cuijingy.me/user/register,6872,0,889
1554774420384,5355,Register,201,,Thread Group 1-124,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5355,0,786
1554774421171,6184,Register,201,,Thread Group 1-135,text,true,,358,341,359,359,https://csye6225-spring2019-cuijingy.me/user/register,6184,0,958
1554774420926,6428,CreateNote,201,,Thread Group 1-20,text,true,,383,429,359,359,https://csye6225-spring2019-cuijingy.me/note,6428,0,1031
1554774420931,6442,CreateNote,201,,Thread Group 1-2,text,true,,383,429,359,359,https://csye6225-spring2019-cuijingy.me/note,6442,0,1192
1554774420332,5405,Register,201,,Thread Group 1-123,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5404,0,835
1554774420583,5154,Register,201,,Thread Group 1-140,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5154,0,820
1554774420552,5186,Register,201,,Thread Group 1-134,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5186,0,1153
1554774420635,5112,Register,201,,Thread Group 1-148,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5112,0,534
1554774420427,5321,Register,201,,Thread Group 1-126,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5321,0,739
1554774420660,5197,Register,201,,Thread Group 1-152,text,true,,358,341,356,356,https://csye6225-spring2019-cuijingy.me/user/register,5197,0,502
